"id","name","displayName","code","parent_id","parent_name","lat","lon"
"krspwwPUD4n","GDO-LUQ-Y","GDO-LUQ-Y","GDO-LUQ-Y","AJ02aW2X6A3","Luuq",3.61401444320136,42.7731314455749
"JuKAl7Ic6ZM","GDO-LUQ-Z","GDO-LUQ-Z","GDO-LUQ-Z","AJ02aW2X6A3","Luuq",3.57812665937936,42.3667522602373
"aQrfGzvPhzA","LSH-BRV-A","LSH-BRV-A","LSH-BRV-A","BAncV5EbpHQ","Brava",0.881238484335937,43.7140240652288
"IAz3i2yK8jH","LSH-BRV-B","LSH-BRV-B","LSH-BRV-B","BAncV5EbpHQ","Brava",0.955326881078027,43.6476860720591
"o5yX1vJNfQq","LSH-BRV-C","LSH-BRV-C","LSH-BRV-C","BAncV5EbpHQ","Brava",0.947556086091973,43.7327053106201
"MHQpEc3ZrIH","LSH-BRV-D","LSH-BRV-D","LSH-BRV-D","BAncV5EbpHQ","Brava",1.2331109458513,43.8698422290606
"RkgduxW2MAw","LSH-BRV-E","LSH-BRV-E","LSH-BRV-E","BAncV5EbpHQ","Brava",1.04386050270803,43.8676918175916
"WRuDaoL4VOa","LSH-BRV-F","LSH-BRV-F","LSH-BRV-F","BAncV5EbpHQ","Brava",1.01818275635587,43.7577082030878
"ACKkp9BPhSU","LSH-BRV-G","LSH-BRV-G","LSH-BRV-G","BAncV5EbpHQ","Brava",0.952451240997261,43.8206092906564
"NzG0g9VpccA","LSH-BRV-H","LSH-BRV-H","LSH-BRV-H","BAncV5EbpHQ","Brava",1.34579239245989,44.0861324443255
"W0k7gi1ohZQ","LSH-BRV-I","LSH-BRV-I","LSH-BRV-I","BAncV5EbpHQ","Brava",1.08790307000232,43.7228455452827
"gQJmDRtKrYb","LSH-BRV-J","LSH-BRV-J","LSH-BRV-J","BAncV5EbpHQ","Brava",1.01766822252717,43.6028592723814
"obpIaq4eUCW","BAN-HJB-A","BAN-HJB-A","BAN-HJB-A","BThMJPNRhzh","Hamar Jabjab",2.03218791010965,45.3365978770572
"a8LTSBIPmmt","BAN-HJB-B","BAN-HJB-B","BAN-HJB-B","BThMJPNRhzh","Hamar Jabjab",2.03297919768311,45.333841115458
"fAakc4OX947","BAN-HJB-C","BAN-HJB-C","BAN-HJB-C","BThMJPNRhzh","Hamar Jabjab",2.02504687080874,45.3274295933307
"TADbwszSkbA","BAN-HJB-D","BAN-HJB-D","BAN-HJB-D","BThMJPNRhzh","Hamar Jabjab",2.02428816552071,45.3325761987271
"yZ8MxfIhB7D","BAN-HJB-E","BAN-HJB-E","BAN-HJB-E","BThMJPNRhzh","Hamar Jabjab",2.0289284210988,45.3372855335013
"jayqjERLlMz","BAN-HJB-F","BAN-HJB-F","BAN-HJB-F","BThMJPNRhzh","Hamar Jabjab",2.02689930632447,45.3305124040813
"JlO7x1zxjih","BAN-HJB-G","BAN-HJB-G","BAN-HJB-G","BThMJPNRhzh","Hamar Jabjab",2.02855040356313,45.3293039448813
"VcvFSsseJz4","BAN-HJB-H","BAN-HJB-H","BAN-HJB-H","BThMJPNRhzh","Hamar Jabjab",2.0256939159935,45.3330963636794
"cTfZpbwLKlY","BAN-HJB-I","BAN-HJB-I","BAN-HJB-I","BThMJPNRhzh","Hamar Jabjab",2.02596099944629,45.3361303724328
"uQSCxs4mkMb","LSH-MAR-A","LSH-MAR-A","LSH-MAR-A","BkKxWLxfMUm","Marka",1.80173780830524,44.7246065217918
"bkUSwhlQky7","LSH-MAR-AA","LSH-MAR-AA","LSH-MAR-AA","BkKxWLxfMUm","Marka",1.98554654244143,44.9449642056215
"runzc1BLPQ6","LSH-MAR-AB","LSH-MAR-AB","LSH-MAR-AB","BkKxWLxfMUm","Marka",1.87720604082009,44.905851145856
"y6GrLhom25v","LSH-MAR-AC","LSH-MAR-AC","LSH-MAR-AC","BkKxWLxfMUm","Marka",1.70046889764571,44.6452995713523
"vIoQ4lmSUlK","LSH-MAR-AD","LSH-MAR-AD","LSH-MAR-AD","BkKxWLxfMUm","Marka",1.77348830894359,44.675764445036
"ehQAdljq9Kq","LSH-MAR-AE","LSH-MAR-AE","LSH-MAR-AE","BkKxWLxfMUm","Marka",1.99718330183104,44.9098114772415
"lavUsQshCQT","LSH-MAR-AF","LSH-MAR-AF","LSH-MAR-AF","BkKxWLxfMUm","Marka",1.83585982424685,44.6392112788639
"WNxJSG3LphS","LSH-MAR-AG","LSH-MAR-AG","LSH-MAR-AG","BkKxWLxfMUm","Marka",1.7948029302489,44.6647332691143
"n9jrlvYZDKy","LSH-MAR-AH","LSH-MAR-AH","LSH-MAR-AH","BkKxWLxfMUm","Marka",1.84977193985083,44.9761732171617
"YcrzEVuyeFw","LSH-MAR-AI","LSH-MAR-AI","LSH-MAR-AI","BkKxWLxfMUm","Marka",1.75964369570536,44.6402159608662
"KF6kwwdK1cE","LSH-MAR-AJ","LSH-MAR-AJ","LSH-MAR-AJ","BkKxWLxfMUm","Marka",1.84997199468824,44.8154627523886
"JiNIgmtoDIi","LSH-MAR-AK","LSH-MAR-AK","LSH-MAR-AK","BkKxWLxfMUm","Marka",1.99817929178624,45.000608531321
"D9OvycHspZx","LSH-MAR-AL","LSH-MAR-AL","LSH-MAR-AL","BkKxWLxfMUm","Marka",1.82432311055722,44.6946986453589
"c79tqqvE3eu","LSH-MAR-AM","LSH-MAR-AM","LSH-MAR-AM","BkKxWLxfMUm","Marka",1.96576883341506,44.9081588866674
"aeWlhHfjnm2","LSH-MAR-AN","LSH-MAR-AN","LSH-MAR-AN","BkKxWLxfMUm","Marka",1.67733226157652,44.6475550860468
"TTMiu90wUt2","LSH-MAR-AO","LSH-MAR-AO","LSH-MAR-AO","BkKxWLxfMUm","Marka",1.90782700714949,44.6820227305475
"Ys83kRhsuLI","LSH-MAR-AP","LSH-MAR-AP","LSH-MAR-AP","BkKxWLxfMUm","Marka",1.86257845409014,44.9960808655297
"uS6JmEjAlNh","LSH-MAR-AQ","LSH-MAR-AQ","LSH-MAR-AQ","BkKxWLxfMUm","Marka",1.77775076884048,44.7203943606314
"VSLoH3c7VaJ","LSH-MAR-AR","LSH-MAR-AR","LSH-MAR-AR","BkKxWLxfMUm","Marka",1.81946684985077,44.9226321586494
"vev3fYSlDNE","LSH-MAR-AS","LSH-MAR-AS","LSH-MAR-AS","BkKxWLxfMUm","Marka",1.62290509056232,44.639267053675
"tJFQA8cDmnf","LSH-MAR-AT","LSH-MAR-AT","LSH-MAR-AT","BkKxWLxfMUm","Marka",2.05035624239683,44.9744437850323
"GuiglGaUbsY","LSH-MAR-AU","LSH-MAR-AU","LSH-MAR-AU","BkKxWLxfMUm","Marka",1.74348028580333,44.6218958496882
"nnbUVlZT0I8","LSH-MAR-AV","LSH-MAR-AV","LSH-MAR-AV","BkKxWLxfMUm","Marka",1.80972739917704,44.646270699286
"zZVeRLLaXgB","LSH-MAR-AW","LSH-MAR-AW","LSH-MAR-AW","BkKxWLxfMUm","Marka",1.8937566677396,44.9081709200179
"w6y76dGj6PJ","LSH-MAR-AX","LSH-MAR-AX","LSH-MAR-AX","BkKxWLxfMUm","Marka",1.79615289813108,44.6805256850539
"XyCUCjv1g57","LSH-MAR-AY","LSH-MAR-AY","LSH-MAR-AY","BkKxWLxfMUm","Marka",1.91966193128178,44.859246191417
"jKsYJh0Ee92","LSH-MAR-AZ","LSH-MAR-AZ","LSH-MAR-AZ","BkKxWLxfMUm","Marka",1.65845149899043,44.6130478341312
"pY3P9NqzTp1","LSH-MAR-B","LSH-MAR-B","LSH-MAR-B","BkKxWLxfMUm","Marka",1.93495796877603,44.707024259076
"P6ZBGSXvGZ2","LSH-MAR-BA","LSH-MAR-BA","LSH-MAR-BA","BkKxWLxfMUm","Marka",1.78386288766639,44.8179401283818
"D5vAPAqOiWG","LSH-MAR-BB","LSH-MAR-BB","LSH-MAR-BB","BkKxWLxfMUm","Marka",1.75603717140203,44.808759082981
"wNDdD5ztQX9","LSH-MAR-BC","LSH-MAR-BC","LSH-MAR-BC","BkKxWLxfMUm","Marka",1.96427166012337,44.8969185773387
"g8MlCHkb2vb","LSH-MAR-BD","LSH-MAR-BD","LSH-MAR-BD","BkKxWLxfMUm","Marka",1.91084638637243,44.7426322971272
"iJWuLB719g6","LSH-MAR-BE","LSH-MAR-BE","LSH-MAR-BE","BkKxWLxfMUm","Marka",1.72989885757913,44.7990732998085
"s2S4CGQIVOA","LSH-MAR-BF","LSH-MAR-BF","LSH-MAR-BF","BkKxWLxfMUm","Marka",1.9674237323641,44.8689968639208
"NClpj4hID3J","LSH-MAR-BG","LSH-MAR-BG","LSH-MAR-BG","BkKxWLxfMUm","Marka",1.90066917809907,44.6318208500334
"w6JL9QP4Oxx","LSH-MAR-BH","LSH-MAR-BH","LSH-MAR-BH","BkKxWLxfMUm","Marka",1.70071611057024,44.7502444774064
"Rok9LvrwF3w","LSH-MAR-BI","LSH-MAR-BI","LSH-MAR-BI","BkKxWLxfMUm","Marka",1.92922372005677,44.847120306742
"rTJE1McWGSd","LSH-MAR-BJ","LSH-MAR-BJ","LSH-MAR-BJ","BkKxWLxfMUm","Marka",1.94397721332599,44.8760617482664
"ETCTlNDAqIS","LSH-MAR-BK","LSH-MAR-BK","LSH-MAR-BK","BkKxWLxfMUm","Marka",1.92274475940204,44.83093333056
"KRfUEqXB7Ic","LSH-MAR-BL","LSH-MAR-BL","LSH-MAR-BL","BkKxWLxfMUm","Marka",1.69269659317155,44.6332397020471
"CTTwp4gLlYq","LSH-MAR-BM","LSH-MAR-BM","LSH-MAR-BM","BkKxWLxfMUm","Marka",1.76935793679375,44.6113955053604
"UaEktW2vcKt","LSH-MAR-BN","LSH-MAR-BN","LSH-MAR-BN","BkKxWLxfMUm","Marka",1.86831420993509,44.811590211359
"dDQPOrHH7fX","LSH-MAR-BO","LSH-MAR-BO","LSH-MAR-BO","BkKxWLxfMUm","Marka",1.98396340672943,44.91057408996
"DUUWEtXGSn3","LSH-MAR-BP","LSH-MAR-BP","LSH-MAR-BP","BkKxWLxfMUm","Marka",1.95038063548037,45.0314381467581
"tyYK3DF41Df","LSH-MAR-BQ","LSH-MAR-BQ","LSH-MAR-BQ","BkKxWLxfMUm","Marka",1.87293938262764,44.8584446573961
"VciQZlUXHQ5","LSH-MAR-BR","LSH-MAR-BR","LSH-MAR-BR","BkKxWLxfMUm","Marka",1.94159555870368,44.9089106180054
"CxFaf5VeaOE","LSH-MAR-BS","LSH-MAR-BS","LSH-MAR-BS","BkKxWLxfMUm","Marka",1.81211681528044,44.6619851790143
"eHuVKZKQ194","LSH-MAR-BT","LSH-MAR-BT","LSH-MAR-BT","BkKxWLxfMUm","Marka",1.87492108106476,44.8617276867892
"YGffKB6Kdyg","LSH-MAR-BU","LSH-MAR-BU","LSH-MAR-BU","BkKxWLxfMUm","Marka",2.00183401512582,44.9979419263006
"LQ84qamgsNe","LSH-MAR-BV","LSH-MAR-BV","LSH-MAR-BV","BkKxWLxfMUm","Marka",1.84229286359294,44.6767733031047
"NUSjWHAlAgj","LSH-MAR-BW","LSH-MAR-BW","LSH-MAR-BW","BkKxWLxfMUm","Marka",1.84390837821272,44.9654612825585
"j0RzCZx1xD1","LSH-MAR-BX","LSH-MAR-BX","LSH-MAR-BX","BkKxWLxfMUm","Marka",1.90271469594444,44.7049851177319
"s5SawPIp4yz","LSH-MAR-BY","LSH-MAR-BY","LSH-MAR-BY","BkKxWLxfMUm","Marka",1.76226476063665,44.7070252588791
"tziKaVTNLH4","LSH-MAR-BZ","LSH-MAR-BZ","LSH-MAR-BZ","BkKxWLxfMUm","Marka",1.81149520912466,44.9083549142278
"aYGleUaZgA6","LSH-MAR-C","LSH-MAR-C","LSH-MAR-C","BkKxWLxfMUm","Marka",1.66237117151944,44.5425678913888
"wCL2RcR81Ro","LSH-MAR-CA","LSH-MAR-CA","LSH-MAR-CA","BkKxWLxfMUm","Marka",1.84386811895227,44.8867325531497
"XRxMriwhci0","LSH-MAR-CB","LSH-MAR-CB","LSH-MAR-CB","BkKxWLxfMUm","Marka",1.6783309780473,44.5729162340564
"P55QbtuXmDj","LSH-MAR-CC","LSH-MAR-CC","LSH-MAR-CC","BkKxWLxfMUm","Marka",1.66175785904476,44.6865135869293
"KO3vi0dlktw","LSH-MAR-CD","LSH-MAR-CD","LSH-MAR-CD","BkKxWLxfMUm","Marka",1.89665462796926,45.0682160521941
"vk5pFUkAwSx","LSH-MAR-CE","LSH-MAR-CE","LSH-MAR-CE","BkKxWLxfMUm","Marka",1.66364932049344,44.6714482581366
"xVFGk07rc3v","LSH-MAR-CF","LSH-MAR-CF","LSH-MAR-CF","BkKxWLxfMUm","Marka",1.84754028364198,44.730505919672
"oA2uGIhzUt3","LSH-MAR-CG","LSH-MAR-CG","LSH-MAR-CG","BkKxWLxfMUm","Marka",1.88922174073097,44.9912571675941
"fVX5pG05yQ4","LSH-MAR-CH","LSH-MAR-CH","LSH-MAR-CH","BkKxWLxfMUm","Marka",1.91474974092609,44.9218805458241
"ANZzC2PGrXN","LSH-MAR-CI","LSH-MAR-CI","LSH-MAR-CI","BkKxWLxfMUm","Marka",1.89548016247453,44.8643295982944
"irkv0Sh6YYw","LSH-MAR-CJ","LSH-MAR-CJ","LSH-MAR-CJ","BkKxWLxfMUm","Marka",1.7805087328758,44.663169790058
"OddpsVxq2Eg","LSH-MAR-CK","LSH-MAR-CK","LSH-MAR-CK","BkKxWLxfMUm","Marka",1.79964296717843,44.9023654275455
"IwUcJ2ONDjT","LSH-MAR-CL","LSH-MAR-CL","LSH-MAR-CL","BkKxWLxfMUm","Marka",1.77203459567313,44.8216108035175
"q9PEzo7XwGL","LSH-MAR-CM","LSH-MAR-CM","LSH-MAR-CM","BkKxWLxfMUm","Marka",1.928995721815,44.8601994738714
"uyQDn9KNkvf","LSH-MAR-D","LSH-MAR-D","LSH-MAR-D","BkKxWLxfMUm","Marka",1.90321370121784,44.7957928356096
"rADq6y9E0El","LSH-MAR-E","LSH-MAR-E","LSH-MAR-E","BkKxWLxfMUm","Marka",1.60847825058664,44.6086592017739
"IZy0xn2zfps","LSH-MAR-F","LSH-MAR-F","LSH-MAR-F","BkKxWLxfMUm","Marka",1.75430183969342,44.6554358515406
"vGzBcLBGJpn","LSH-MAR-G","LSH-MAR-G","LSH-MAR-G","BkKxWLxfMUm","Marka",1.77614771552202,44.8326117559562
"Bw7FoNs7xWh","LSH-MAR-H","LSH-MAR-H","LSH-MAR-H","BkKxWLxfMUm","Marka",1.89953924781954,44.7967706928417
"XFcrmHtF86S","LSH-MAR-I","LSH-MAR-I","LSH-MAR-I","BkKxWLxfMUm","Marka",2.03083005469062,44.974613026084
"EaueUdeHsmv","LSH-MAR-J","LSH-MAR-J","LSH-MAR-J","BkKxWLxfMUm","Marka",2.01447981296923,44.9907550544741
"IgCTQUNOYCI","LSH-MAR-K","LSH-MAR-K","LSH-MAR-K","BkKxWLxfMUm","Marka",1.82467605697593,44.8859824825112
"bRrlB7oj9rM","LSH-MAR-L","LSH-MAR-L","LSH-MAR-L","BkKxWLxfMUm","Marka",1.85964105899318,44.6310209471364
"ku2Et2Yl1N2","LSH-MAR-M","LSH-MAR-M","LSH-MAR-M","BkKxWLxfMUm","Marka",1.9197757071813,44.692365662267
"VinczUKcQuQ","LSH-MAR-N","LSH-MAR-N","LSH-MAR-N","BkKxWLxfMUm","Marka",1.97988302324751,44.9779148456928
"Gy5QDbeV0Sa","LSH-MAR-O","LSH-MAR-O","LSH-MAR-O","BkKxWLxfMUm","Marka",1.97223794904464,44.9185515372982
"mTFnZU1049Q","LSH-MAR-P","LSH-MAR-P","LSH-MAR-P","BkKxWLxfMUm","Marka",1.72360938867871,44.6430574611837
"G1SglbGeUfz","LSH-MAR-Q","LSH-MAR-Q","LSH-MAR-Q","BkKxWLxfMUm","Marka",1.78309465117974,44.7747222441173
"CTicbKE0ZWL","LSH-MAR-R","LSH-MAR-R","LSH-MAR-R","BkKxWLxfMUm","Marka",1.83151660316924,44.7171639905864
"tNp1qx8jyQq","LSH-MAR-S","LSH-MAR-S","LSH-MAR-S","BkKxWLxfMUm","Marka",1.80499509593912,44.8932171918621
"L0O0YVc3UCU","LSH-MAR-T","LSH-MAR-T","LSH-MAR-T","BkKxWLxfMUm","Marka",1.61719380328061,44.5706047858095
"uA5AaYb1zwP","LSH-MAR-U","LSH-MAR-U","LSH-MAR-U","BkKxWLxfMUm","Marka",1.90143778369501,44.6872194611144
"LRcC0PBIcDO","LSH-MAR-V","LSH-MAR-V","LSH-MAR-V","BkKxWLxfMUm","Marka",1.77202864475489,44.7246047905675
"L38MvS9PNVW","LSH-MAR-W","LSH-MAR-W","LSH-MAR-W","BkKxWLxfMUm","Marka",1.66177884630306,44.6353967107251
"qF1OQWXfhPe","LSH-MAR-X","LSH-MAR-X","LSH-MAR-X","BkKxWLxfMUm","Marka",1.93261996921302,44.8785575813535
"IxThn0bJoRu","LSH-MAR-Y","LSH-MAR-Y","LSH-MAR-Y","BkKxWLxfMUm","Marka",1.95863598639013,44.8714855473597
"hhvUWLyfly2","LSH-MAR-Z","LSH-MAR-Z","LSH-MAR-Z","BkKxWLxfMUm","Marka",1.90475876815702,44.8656061645314
"hUUjhsfCPon","MJB-SKO-A","MJB-SKO-A","MJB-SKO-A","BkQpAcfRmnT","Sakow",1.76026868404928,42.3189144879329
"PNcjbRToseA","MJB-SKO-AA","MJB-SKO-AA","MJB-SKO-AA","BkQpAcfRmnT","Sakow",1.58933873024715,42.7859952950872
"NLEGczv5iOv","MJB-SKO-AB","MJB-SKO-AB","MJB-SKO-AB","BkQpAcfRmnT","Sakow",1.65786617924343,42.2598602614612
"YzMIPmvSwL4","MJB-SKO-AC","MJB-SKO-AC","MJB-SKO-AC","BkQpAcfRmnT","Sakow",1.5397123182663,42.5439990303819
"oBC5RfNKU9K","MJB-SKO-AD","MJB-SKO-AD","MJB-SKO-AD","BkQpAcfRmnT","Sakow",1.45958192241831,42.9548790478859
"ZFQnCEtEcdZ","MJB-SKO-AE","MJB-SKO-AE","MJB-SKO-AE","BkQpAcfRmnT","Sakow",1.68809396136858,42.5968358972951
"RrBH8frp2tb","MJB-SKO-AF","MJB-SKO-AF","MJB-SKO-AF","BkQpAcfRmnT","Sakow",1.69613279573198,42.6052239354661
"cjv3jinkknu","MJB-SKO-AG","MJB-SKO-AG","MJB-SKO-AG","BkQpAcfRmnT","Sakow",1.52133116686642,42.5747982098087
"a1cO0Bmzzlp","MJB-SKO-B","MJB-SKO-B","MJB-SKO-B","BkQpAcfRmnT","Sakow",1.54387126203033,42.3324819447552
"pP1QDX0T0Dc","MJB-SKO-C","MJB-SKO-C","MJB-SKO-C","BkQpAcfRmnT","Sakow",1.81429894977805,42.4391995602211
"XBaw0tTWfBA","MJB-SKO-D","MJB-SKO-D","MJB-SKO-D","BkQpAcfRmnT","Sakow",1.6532613644157,42.2095765912588
"GDdAZlM0EL4","MJB-SKO-E","MJB-SKO-E","MJB-SKO-E","BkQpAcfRmnT","Sakow",1.52972419040067,42.7955040312306
"zFGJOWAdNq4","MJB-SKO-F","MJB-SKO-F","MJB-SKO-F","BkQpAcfRmnT","Sakow",1.68871941875107,42.6289610809325
"Hm1XXt0RkEH","MJB-SKO-G","MJB-SKO-G","MJB-SKO-G","BkQpAcfRmnT","Sakow",1.70953434207009,42.2883073214175
"GVqEuT3ajRz","MJB-SKO-H","MJB-SKO-H","MJB-SKO-H","BkQpAcfRmnT","Sakow",1.67240622654404,42.3589810542082
"tPTWhbhiQGy","MJB-SKO-I","MJB-SKO-I","MJB-SKO-I","BkQpAcfRmnT","Sakow",1.63380143749791,42.2870824218128
"zsUxUhD4sGP","MJB-SKO-J","MJB-SKO-J","MJB-SKO-J","BkQpAcfRmnT","Sakow",1.84671246468068,42.509003461746
"BjVoRqvp1Jc","MJB-SKO-K","MJB-SKO-K","MJB-SKO-K","BkQpAcfRmnT","Sakow",1.62652532737395,42.7530264664655
"IPXrssQwjiS","MJB-SKO-L","MJB-SKO-L","MJB-SKO-L","BkQpAcfRmnT","Sakow",1.65372012640509,42.4164828985722
"vzYrdDocbWG","MJB-SKO-M","MJB-SKO-M","MJB-SKO-M","BkQpAcfRmnT","Sakow",1.5113420233898,42.6163655611171
"PbN4AAdFEio","MJB-SKO-N","MJB-SKO-N","MJB-SKO-N","BkQpAcfRmnT","Sakow",1.84534068373982,42.5006632798674
"VyJ5oFGp4Yx","MJB-SKO-O","MJB-SKO-O","MJB-SKO-O","BkQpAcfRmnT","Sakow",1.77131208380599,42.4574385179101
"bfkak5veGMD","MJB-SKO-P","MJB-SKO-P","MJB-SKO-P","BkQpAcfRmnT","Sakow",1.56040424524499,42.5003521701807
"h0Bc4ro3laU","MJB-SKO-Q","MJB-SKO-Q","MJB-SKO-Q","BkQpAcfRmnT","Sakow",1.78762009462822,42.478596042495
"nKMLfZtDO1P","MJB-SKO-R","MJB-SKO-R","MJB-SKO-R","BkQpAcfRmnT","Sakow",1.72616148602754,42.636237979472
"WwEUyeUGn0D","MJB-SKO-S","MJB-SKO-S","MJB-SKO-S","BkQpAcfRmnT","Sakow",1.59640076027906,42.7765908893085
"YgbNkpL0A2o","MJB-SKO-T","MJB-SKO-T","MJB-SKO-T","BkQpAcfRmnT","Sakow",1.53010323750655,42.8656895549322
"HIZuqXbNBFd","MJB-SKO-U","MJB-SKO-U","MJB-SKO-U","BkQpAcfRmnT","Sakow",1.50242507239022,42.8073087414163
"YZWluHI4Az2","MJB-SKO-V","MJB-SKO-V","MJB-SKO-V","BkQpAcfRmnT","Sakow",1.58484354959654,42.6878056031262
"l46flf4QY4b","MJB-SKO-W","MJB-SKO-W","MJB-SKO-W","BkQpAcfRmnT","Sakow",1.65419351288961,42.3544146663932
"hWxCMgrBHJh","MJB-SKO-X","MJB-SKO-X","MJB-SKO-X","BkQpAcfRmnT","Sakow",1.54379878146521,42.4105968817816
"htktO9L6jeL","MJB-SKO-Y","MJB-SKO-Y","MJB-SKO-Y","BkQpAcfRmnT","Sakow",1.49547628975111,42.394812111142
"qnhiN8GE9NI","MJB-SKO-Z","MJB-SKO-Z","MJB-SKO-Z","BkQpAcfRmnT","Sakow",1.88574311230018,42.4872009555368
"yxGhDAjN3fN","KRK-BBL-A","KRK-BBL-A","KRK-BBL-A","C4tsYdXgzQo","Bender Bayla",9.44421664744,50.7509386173168
"RfWf6GEBGZ7","KRK-BBL-B","KRK-BBL-B","KRK-BBL-B","C4tsYdXgzQo","Bender Bayla",9.60577987280769,50.5520263406733
"c7fnldkWPcI","KRK-BBL-C","KRK-BBL-C","KRK-BBL-C","C4tsYdXgzQo","Bender Bayla",9.18884674101475,50.5543558888627
"XpA0wQl7nhO","KRK-BBL-D","KRK-BBL-D","KRK-BBL-D","C4tsYdXgzQo","Bender Bayla",9.53130470268425,50.1714267565646
